flag_column,source_column,source_available,true_count,sample_n,sample_marker_match_n,sample_marker_match_rate,mechanical_match_rate,review_required,notes
nlp_multinodular_goiter,multinodular_goiter,True,6208,30,30,1.0,1.0,False,"Structured path_synoptics marker; 30-row random sample rule resolves to source marker, PHI text not exported"
nlp_nifcp,,False,0,0,0,,1.0,False,No path_synoptics source column; not present in cohort vocabulary
nlp_nifp,,False,0,0,0,,1.0,False,No path_synoptics source column; not present in cohort vocabulary
nlp_nifpt,,False,0,0,0,,1.0,False,No path_synoptics source column; not present in cohort vocabulary
nlp_nodular_hyperplasia,adenomatous_hyperplasia,True,205,30,30,1.0,1.0,False,"Structured path_synoptics marker; 30-row random sample rule resolves to source marker, PHI text not exported"
nlp_normal_thyroid,,False,0,0,0,,1.0,False,No path_synoptics source column; not present in cohort vocabulary
nlp_palpation_thyroiditis,palpation_thyroiditis,True,50,30,30,1.0,1.0,False,"Structured path_synoptics marker; 30-row random sample rule resolves to source marker, PHI text not exported"
nlp_papillary_hyperplasia,papillary_hyperplasia,True,19,19,19,1.0,1.0,False,"Structured path_synoptics marker; 30-row random sample rule resolves to source marker, PHI text not exported"
nlp_riedels_thyroiditis,riedels_fibrosing_thyroiditis,True,2,2,2,1.0,1.0,False,"Structured path_synoptics marker; 30-row random sample rule resolves to source marker, PHI text not exported"
nlp_substernal_mng,substernal_multinodular_goiter,True,285,30,30,1.0,1.0,False,"Structured path_synoptics marker; 30-row random sample rule resolves to source marker, PHI text not exported"
nlp_thyroglossal_duct_cyst,thyroglossal_duct_cyst,True,219,30,30,1.0,1.0,False,"Structured path_synoptics marker; 30-row random sample rule resolves to source marker, PHI text not exported"
