schema_name,table_name,column_name,data_type,is_nullable,verification_status,verification_method,batch_id,verified_ts,cf_tags,notes_excerpt
main,canonical_cervical_ln_clinical_events_v1,entity_date,DATE,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,date_confidence,DOUBLE,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,date_source_keyword,VARCHAR,YES,verified,extraction_faithfulness_vs_upstream_json_unnest,mig_111_cervical_ln_clinical_events_signoff_20260429,2026-04-29 01:29:02.600989,,"| mig_111: extraction-faithfulness vs main.note_entities_llm_cervical_ln_detail (Script 382 UNNEST + DISTINCT, sibling of Script 369 pathology). 4,493/4,493 rows match fresh re-derivation under IS-DISTINCT-FROM compare. UNNEST variant of mig_102 pattern."
main,canonical_cervical_ln_clinical_events_v1,build_ts,TIMESTAMP,YES,na,auto_provenance_skip,,,,
main,canonical_cervical_ln_clinical_patient_rollup_v1,research_id,VARCHAR,YES,na,auto_identifier_skip,,,,
main,canonical_cervical_ln_clinical_patient_rollup_v1,n_entities,BIGINT,YES,verified,derivation_re_derivation_against_verified_events,mig_113_cervical_ln_clinical_rollup_signoff_20260429,2026-04-29 01:30:46.271656,,"| mig_113: per-pt aggregate re-derivation against verified canonical_cervical_ln_clinical_events_v1 (mig_111). 1,643/1,643 patients match. Events not modified since rollup build (Script 382 2026-04-22)."
main,canonical_cervical_ln_clinical_patient_rollup_v1,n_distinct_entity_types,BIGINT,YES,verified,derivation_re_derivation_against_verified_events,mig_113_cervical_ln_clinical_rollup_signoff_20260429,2026-04-29 01:30:46.271656,,"| mig_113: per-pt aggregate re-derivation against verified canonical_cervical_ln_clinical_events_v1 (mig_111). 1,643/1,643 patients match. Events not modified since rollup build (Script 382 2026-04-22)."
main,canonical_cervical_ln_clinical_patient_rollup_v1,n_notes_with_entities,BIGINT,YES,verified,derivation_re_derivation_against_verified_events,mig_113_cervical_ln_clinical_rollup_signoff_20260429,2026-04-29 01:30:46.271656,,"| mig_113: per-pt aggregate re-derivation against verified canonical_cervical_ln_clinical_events_v1 (mig_111). 1,643/1,643 patients match. Events not modified since rollup build (Script 382 2026-04-22)."
main,canonical_cervical_ln_clinical_patient_rollup_v1,n_positive_ln_level_mentions,HUGEINT,YES,verified,derivation_re_derivation_against_verified_events,mig_113_cervical_ln_clinical_rollup_signoff_20260429,2026-04-29 01:30:46.271656,,"| mig_113: per-pt aggregate re-derivation against verified canonical_cervical_ln_clinical_events_v1 (mig_111). 1,643/1,643 patients match. Events not modified since rollup build (Script 382 2026-04-22)."
main,canonical_cervical_ln_clinical_patient_rollup_v1,n_ln_size_mentions,HUGEINT,YES,verified,derivation_re_derivation_against_verified_events,mig_113_cervical_ln_clinical_rollup_signoff_20260429,2026-04-29 01:30:46.271656,,"| mig_113: per-pt aggregate re-derivation against verified canonical_cervical_ln_clinical_events_v1 (mig_111). 1,643/1,643 patients match. Events not modified since rollup build (Script 382 2026-04-22)."
main,canonical_cervical_ln_clinical_patient_rollup_v1,n_fna_of_ln_mentions,HUGEINT,YES,verified,derivation_re_derivation_against_verified_events,mig_113_cervical_ln_clinical_rollup_signoff_20260429,2026-04-29 01:30:46.271656,,"| mig_113: per-pt aggregate re-derivation against verified canonical_cervical_ln_clinical_events_v1 (mig_111). 1,643/1,643 patients match. Events not modified since rollup build (Script 382 2026-04-22)."
main,canonical_cervical_ln_clinical_patient_rollup_v1,has_positive_ln_level,BOOLEAN,YES,verified,derivation_re_derivation_against_verified_events,mig_113_cervical_ln_clinical_rollup_signoff_20260429,2026-04-29 01:30:46.271656,,"| mig_113: per-pt aggregate re-derivation against verified canonical_cervical_ln_clinical_events_v1 (mig_111). 1,643/1,643 patients match. Events not modified since rollup build (Script 382 2026-04-22)."
main,canonical_cervical_ln_clinical_patient_rollup_v1,build_ts,TIMESTAMP,YES,na,auto_provenance_skip,,,,
main,canonical_column_verification_registry_v1,schema_name,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,table_name,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,column_name,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,data_type,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,ordinal_position,INTEGER,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,category,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,upstream_source,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,verification_status,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,verified_by,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,verified_ts,TIMESTAMP,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,verification_method,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,batch_id,VARCHAR,YES,na,auto_identifier_skip,,,,
main,canonical_column_verification_registry_v1,notes,VARCHAR,YES,verified,internal_consistency_information_schema_and_self_registry_mig126,mig126_meta_registries_pair_signoff_20260429,2026-04-28 23:18:40.087839,,"| mig126: (schema, table, column, data_type, ordinal_position) paired to main.information_schema.columns; category/upstream gated; verification_status derived column coherent; meta fixed-point; na batch_id remains na_provenance lane policy."
main,canonical_column_verification_registry_v1,registered_ts,TIMESTAMP,YES,na,auto_provenance_skip,,,,
main,canonical_complications_events_v1,research_id,VARCHAR,YES,na,auto_identifier_skip,,,,
main,canonical_complications_events_v1,source_table,VARCHAR,YES,na,auto_provenance_skip,,,,
main,canonical_complications_events_v1,source_row_id,VARCHAR,YES,na,auto_provenance_skip,,,,
main,canonical_complications_events_v1,source_modality,VARCHAR,YES,verified,logan_classifier_curated_98abcdefgh,mig_99_complications_signoff_20260428,2026-04-28 23:37:16.111755,,"verified across 8 sub-migs: 98a vcp, 98b chyle, 98c voice/nerve (rln+vcp joint), 98d seroma, 98e hematoma, 98f hypoparathyroidism, 98g hypocalcemia_clinical, 98h mortality"
main,canonical_complications_events_v1,source_kind,VARCHAR,YES,verified,logan_classifier_curated_98abcdefgh,mig_99_complications_signoff_20260428,2026-04-28 23:37:16.111755,,"verified across 8 sub-migs: 98a vcp, 98b chyle, 98c voice/nerve (rln+vcp joint), 98d seroma, 98e hematoma, 98f hypoparathyroidism, 98g hypocalcemia_clinical, 98h mortality"
main,canonical_complications_events_v1,complication_type,VARCHAR,YES,verified,logan_classifier_curated_98abcdefgh,mig_99_complications_signoff_20260428,2026-04-28 23:37:16.111755,,"verified across 8 sub-migs: 98a vcp, 98b chyle, 98c voice/nerve (rln+vcp joint), 98d seroma, 98e hematoma, 98f hypoparathyroidism, 98g hypocalcemia_clinical, 98h mortality"
