query_id,user_agent,session_name,query_text,end_time,execution_time
819d692d-67c1-4f49-af98-79d920463587,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_past_medical_hx"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_past_medical_hx.parquet' (FORMAT PARQUET)",2026-04-07 14:21:16.693241-04:00,0 days 00:00:00.079078
819d692d-6731-4b3e-832c-181d7d4eb7c3,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_parathyroid_detail""",2026-04-07 14:21:16.526635-04:00,0 days 00:00:00.055562
819d692d-66cd-4f61-9889-33e92056172e,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_parathyroid_detail"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_parathyroid_detail.parquet' (FORMAT PARQUET)",2026-04-07 14:21:16.430025-04:00,0 days 00:00:00.061011
819d692d-663c-48f2-99ee-ba412b97fe22,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_labs""",2026-04-07 14:21:16.281669-04:00,0 days 00:00:00.055920
819d692d-65bc-4bcd-9561-53b89f432b7c,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_labs"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_labs.parquet' (FORMAT PARQUET)",2026-04-07 14:21:16.178950-04:00,0 days 00:00:00.080208
819d692d-652b-422f-93fe-48457c04176f,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_imaging""",2026-04-07 14:21:16.008406-04:00,0 days 00:00:00.055490
819d692d-64a8-4934-960b-2b828ee1e898,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_imaging"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_imaging.parquet' (FORMAT PARQUET)",2026-04-07 14:21:15.906404-04:00,0 days 00:00:00.086226
819d692d-6419-4c50-93bb-c24ac42580fb,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_functional_outcomes""",2026-04-07 14:21:15.733175-04:00,0 days 00:00:00.055406
819d692d-63ae-4809-a4fa-df0131febacf,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_functional_outcomes"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_functional_outcomes.parquet' (FORMAT PARQUET)",2026-04-07 14:21:15.634591-04:00,0 days 00:00:00.062990
819d692d-631b-4b38-885c-a8b01a617867,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_frozen_section_detail""",2026-04-07 14:21:15.481533-04:00,0 days 00:00:00.055223
819d692d-62b4-420d-9bd0-8bac3cb59748,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_frozen_section_detail"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_frozen_section_detail.parquet' (FORMAT PARQUET)",2026-04-07 14:21:15.384899-04:00,0 days 00:00:00.061541
819d692d-6221-40cf-9075-ce68c0a8c147,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_dynamic_risk_response""",2026-04-07 14:21:15.231844-04:00,0 days 00:00:00.055628
819d692d-61c2-4ea9-b7d1-c27517b984cc,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_dynamic_risk_response"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_dynamic_risk_response.parquet' (FORMAT PARQUET)",2026-04-07 14:21:15.137104-04:00,0 days 00:00:00.060526
819d692d-6133-461e-a4ae-51256c8d724c,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_cervical_ln_detail""",2026-04-07 14:21:14.990728-04:00,0 days 00:00:00.055399
819d692d-60cc-4824-ab17-feb7cd778b33,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_cervical_ln_detail"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_cervical_ln_detail.parquet' (FORMAT PARQUET)",2026-04-07 14:21:14.896402-04:00,0 days 00:00:00.061646
819d692d-603a-4a2f-8132-0600aa53ac82,duckdb/v1.4.4(linux_amd64) python/3.11,,"SELECT COUNT(*)::BIGINT FROM ""v2_stage"".""note_entities_llm_airway_invasion""",2026-04-07 14:21:14.744378-04:00,0 days 00:00:00.055237
819d692d-5fc0-4769-bc5d-dd9d68707694,duckdb/v1.4.4(linux_amd64) python/3.11,,"COPY (SELECT * FROM ""v2_stage"".""note_entities_llm_airway_invasion"") TO 'exports/motherduck_gold_daily_ci/v2_stage__note_entities_llm_airway_invasion.parquet' (FORMAT PARQUET)",2026-04-07 14:21:14.628248-04:00,0 days 00:00:00.063165
819d692d-5e61-4925-b721-fd435f22af08,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_vascular_invasion""",2026-04-07 14:21:14.460944-04:00,0 days 00:00:00.242028
819d692d-5cea-47ad-b0cb-57680cce7c6c,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_us_nodule_dynamics""",2026-04-07 14:21:14.113102-04:00,0 days 00:00:00.263241
819d692d-5b17-493a-999b-1e7918e2533e,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_tirads_granular""",2026-04-07 14:21:13.743210-04:00,0 days 00:00:00.365971
819d692d-5987-4858-9209-bacf8b51a32b,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_tg_kinetics""",2026-04-07 14:21:13.274647-04:00,0 days 00:00:00.294735
819d692d-580d-4e0c-acca-b8b61000fc24,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_synoptic_pathology_enrichment""",2026-04-07 14:21:12.874976-04:00,0 days 00:00:00.271373
819d692d-560f-4bcb-adff-ebea5df9a7c5,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_survival_followup""",2026-04-07 14:21:12.495664-04:00,0 days 00:00:00.401412
819d692d-54ad-4bad-b90c-65751f795778,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_recurrence""",2026-04-07 14:21:11.986790-04:00,0 days 00:00:00.247371
819d692d-5333-4bd0-890d-54658417b8a3,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_rai_detailed""",2026-04-07 14:21:11.628711-04:00,0 days 00:00:00.265026
819d692d-5152-4880-8c7f-34867f521a47,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_rad_treatment""",2026-04-07 14:21:11.256058-04:00,0 days 00:00:00.372973
819d692d-4fc0-4506-9db4-96775643e3a7,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_presenting_symptoms""",2026-04-07 14:21:10.773952-04:00,0 days 00:00:00.294305
819d692d-4e28-4089-97e2-7cf4cfb33b6a,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_physical_exam""",2026-04-07 14:21:10.367313-04:00,0 days 00:00:00.301392
819d692d-4c92-4bcc-9f2f-2551bed36fc6,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_patient_decision_adherence""",2026-04-07 14:21:09.962796-04:00,0 days 00:00:00.296803
819d692d-4b00-40ed-b331-8f1cf73374e1,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_pathology""",2026-04-07 14:21:09.557846-04:00,0 days 00:00:00.296974
819d692d-495e-4cf9-810d-1f78f20016db,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_past_surgical_hx""",2026-04-07 14:21:09.152377-04:00,0 days 00:00:00.312170
819d692d-47c1-44ad-a4c3-d67309d18cd5,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_past_medical_hx""",2026-04-07 14:21:08.732289-04:00,0 days 00:00:00.303747
819d692d-45eb-41ca-b5de-9eebee16ef49,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_parathyroid_detail""",2026-04-07 14:21:08.325649-04:00,0 days 00:00:00.368909
819d692d-4457-4e98-b3b3-a3e1eef147ce,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_labs""",2026-04-07 14:21:07.853912-04:00,0 days 00:00:00.301042
819d692d-42c9-437f-a688-588f7c496300,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_imaging""",2026-04-07 14:21:07.450075-04:00,0 days 00:00:00.295010
819d692d-40da-47d9-a5f7-e46416dc461a,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_functional_outcomes""",2026-04-07 14:21:07.051388-04:00,0 days 00:00:00.386685
819d692d-3f4a-4f2e-8e9c-8f4097d91105,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_frozen_section_detail""",2026-04-07 14:21:06.555304-04:00,0 days 00:00:00.292160
819d692d-3db4-446c-ac84-5a9b8bcb1042,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_dynamic_risk_response""",2026-04-07 14:21:06.154480-04:00,0 days 00:00:00.300611
819d692d-3bd6-4374-ad65-6d114e310af2,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_cervical_ln_detail""",2026-04-07 14:21:05.744886-04:00,0 days 00:00:00.362520
819d692d-39ea-4133-aea2-788e1eab25c6,duckdb/v1.4.4(linux_amd64) python/3.11,,"ANALYZE ""v2_stage"".""note_entities_llm_airway_invasion""",2026-04-07 14:21:05.264014-04:00,0 days 00:00:00.378113
819d692d-32c6-4495-ac80-e4dac2a3ab66,duckdb/v1.4.4(linux_amd64) python/3.11,,"CREATE OR REPLACE VIEW gold_master_episode_events_v1 AS SELECT * FROM ""main"".""episode_analysis_resolved_v1_dedup""",2026-04-07 14:21:03.066057-04:00,0 days 00:00:00.014900
819d692d-2ba3-4315-9691-f20a3f34fb45,duckdb/v1.4.4(linux_amd64) python/3.11,,"CREATE OR REPLACE VIEW gold_master_patient_facts_v1 AS SELECT * FROM ""main"".""patient_analysis_resolved_v1""",2026-04-07 14:21:01.244257-04:00,0 days 00:00:00.020075
819d6915-9570-4f0a-8606-7bd0c9b55f4e,duckdb/v1.4.4(osx_arm64) python/3.14,,"
 SELECT analyte_group, COUNT(*) n FROM main.longitudinal_lab_canonical_v1
 GROUP BY 1 ORDER BY n DESC LIMIT 20
",2026-04-07 13:55:15.756723-04:00,0 days 00:00:00.313598
819d6915-9503-483e-8290-ff7042f3691d,duckdb/v1.4.4(osx_arm64) python/3.14,,"
SELECT verification_status, COUNT(*) n FROM qa.manual_review_queue
GROUP BY 1 ORDER BY n DESC
",2026-04-07 13:55:15.416916-04:00,0 days 00:00:00.079016
819d6915-7aaf-46e2-bcf0-4690bc4bada5,duckdb/v1.4.4(osx_arm64) python/3.14,,"
SELECT verification_status, COUNT(*) AS n
FROM qa.manual_review_queue
GROUP BY 1
ORDER BY n DESC
LIMIT 15
",2026-04-07 13:55:08.806523-04:00,0 days 00:00:00.207332
819d6914-f11e-4404-9945-00f5b84676f9,duckdb/v1.4.4(osx_arm64) python/3.14,,"SELECT name, type FROM MD_INFORMATION_SCHEMA.DATABASES WHERE name = ?",2026-04-07 13:54:33.384116-04:00,0 days 00:00:00.008097
819d6914-e05e-469e-bada-bacb0c91de2f,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"
                        SELECT COUNT(*)
                        FROM qa.specimen_merge_review_queue_v1
                        WHERE LOWER(COALESCE(review_status, '')) IN ('open', 'pending', '')
                        ",2026-04-07 13:54:29.145605-04:00,0 days 00:00:00.054040
819d6914-e006-4de9-900d-80e21af89c45,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"
                    SELECT COALESCE(SUM(n_rows), 0)
                    FROM qa.v_diag_specimen_review_burden_v1
                    WHERE queue_key = 'specimen_genomic_link_review'
                      AND LOWER(COALESCE(review_status, '')) IN ('open', 'pending', '')
                    ",2026-04-07 13:54:29.060058-04:00,0 days 00:00:00.055616
819d6914-dfae-485e-97b9-636e7f321872,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"SELECT COUNT(*) FILTER (WHERE TRIM(COALESCE(identity_build_run_id, '')) = '') FROM main.specimen_tumor_focus_v1",2026-04-07 13:54:28.971157-04:00,0 days 00:00:00.057253
819d6914-df59-48e3-aa72-52397a38a894,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT n_high_tier_null_specimen FROM qa.v_diag_specimen_provenance_genomic_v1,2026-04-07 13:54:28.885706-04:00,0 days 00:00:00.054458
819d6914-dee4-4540-a878-2944a072fc21,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT n_missing_identity_run FROM qa.v_diag_specimen_provenance_master_v1,2026-04-07 13:54:28.799899-04:00,0 days 00:00:00.083858
819d6914-dd4c-4df9-b237-8a1a319091c7,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT COUNT(*) FROM qa.v_diag_specimen_fhir_broken_refs_v1,2026-04-07 13:54:28.683183-04:00,0 days 00:00:00.373665
819d6914-dcbd-4063-ad4c-d1c224023a84,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT COUNT(*) FROM main.specimen_genomic_assay_v1 g LEFT JOIN main.specimen_tumor_focus_v1 f ON g.specimen_focus_id = f.specimen_focus_id WHERE g.specimen_focus_id IS NOT NULL AND f.specimen_focus_id IS NULL,2026-04-07 13:54:28.270047-04:00,0 days 00:00:00.109548
819d6914-dc19-4b4b-93a2-02966eb6237f,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT COUNT(*) FROM qa.v_diag_specimen_orphan_genomic_master_v1,2026-04-07 13:54:28.130274-04:00,0 days 00:00:00.126903
819d6914-db75-4667-b0aa-b91b36cdb3f2,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT COUNT(*) FROM main.specimen_tumor_focus_v1 f LEFT JOIN main.specimen_master_v1 m ON f.specimen_id = m.specimen_id WHERE m.specimen_id IS NULL,2026-04-07 13:54:27.968722-04:00,0 days 00:00:00.136667
819d6914-db1e-489e-ac28-60e105edc83d,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT COUNT(*) FROM ( SELECT focus_fingerprint_sha256 FROM main.specimen_tumor_focus_v1  GROUP BY 1 HAVING COUNT(*) > 1) _t,2026-04-07 13:54:27.804056-04:00,0 days 00:00:00.058642
819d6914-da9c-4be2-9066-acbcda95db71,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,SELECT COUNT(*) FROM qa.v_diag_specimen_duplicate_master_fp_v1,2026-04-07 13:54:27.712278-04:00,0 days 00:00:00.092023
819d6914-da45-4d5d-8050-c42290bcce81,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"SELECT 1 FROM ""qa"".""v_diag_specimen_review_burden_v1"" LIMIT 1",2026-04-07 13:54:27.587738-04:00,0 days 00:00:00.058262
819d6914-d9ec-4b77-a1d1-544852f7e605,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"SELECT 1 FROM ""qa"".""v_diag_specimen_provenance_genomic_v1"" LIMIT 1",2026-04-07 13:54:27.497508-04:00,0 days 00:00:00.055142
819d6914-d987-4e1d-b1c5-1d508f892e4a,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"SELECT 1 FROM ""qa"".""v_diag_specimen_provenance_master_v1"" LIMIT 1",2026-04-07 13:54:27.411142-04:00,0 days 00:00:00.072081
819d6914-d780-407b-95f3-0c306b296e8f,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"SELECT 1 FROM ""qa"".""v_diag_specimen_fhir_broken_refs_v1"" LIMIT 1",2026-04-07 13:54:27.309240-04:00,0 days 00:00:00.483673
819d6914-d6cb-4374-a55d-3b72390ee067,duckdb/v1.4.4(osx_arm64) python/3.14,thyroid2026%3Avalidate%3A34a25ad,"SELECT 1 FROM ""qa"".""v_diag_specimen_orphan_genomic_master_v1"" LIMIT 1",2026-04-07 13:54:26.784427-04:00,0 days 00:00:00.145332
