detail_table_name,wildcard_feed_col,like_pattern,match
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_n_source_notes
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_note_types
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_obesity
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_obesity_first_date
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_obesity_first_days_from_surg
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_obesity_n_mentions
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_osteoporosis
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_prior_cancer_hx
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_prior_cancer_hx_n_mentions
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_radiation_exposure
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_radiation_exposure_confidence
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_radiation_exposure_date
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_radiation_exposure_days_from_surg
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_radiation_exposure_n_mentions
note_entities_llm_past_medical_hx,pmhx_nlp_* columns (diabetes,pmhx_nlp_%,pmhx_nlp_smoking_status
